episode,env_step,train_step,ver_reward(avg100env),fwd_reward(avg100env),lat_reward(avg100env),ver_reward(episode),fwd_reward(episode),lat_reward(episode)
1,24000,8973,-0.1298,-1.3809,-0.0767,-0.1939,-1.1109,-0.0860
1,24100,8998,-0.1146,-0.4007,-0.0576,-0.1936,-1.1079,-0.0858
1,24200,9023,-0.1585,-0.0801,-0.0649,-0.1934,-1.1037,-0.0857
1,24300,9048,-0.1355,-0.2116,-0.0702,-0.1932,-1.1000,-0.0857
1,24400,9073,-0.0747,-0.1732,-0.0597,-0.1927,-1.0962,-0.0856
1,24500,9098,-0.0626,-0.1032,-0.0710,-0.1922,-1.0921,-0.0855
1,24600,9123,-0.1578,-0.1657,-0.0667,-0.1920,-1.0884,-0.0854
1,24700,9148,-0.0415,-0.1360,-0.0712,-0.1914,-1.0845,-0.0854
1,24800,9173,-0.0425,-0.1411,-0.0654,-0.1908,-1.0807,-0.0853
1,24900,9198,-0.2110,-0.1298,-0.0673,-0.1909,-1.0769,-0.0852
1,25000,9223,-0.0691,-0.0974,-0.0672,-0.1904,-1.0730,-0.0852
1,25100,9248,-0.0802,-0.2133,-0.0624,-0.1900,-1.0696,-0.0851
1,25200,9273,-0.1527,-0.6271,-0.0608,-0.1898,-1.0678,-0.0850
1,25300,9298,-0.1030,-0.2739,-0.0567,-0.1895,-1.0647,-0.0849
1,25400,9323,-0.0727,-0.0841,-0.0662,-0.1890,-1.0608,-0.0848
1,25500,9348,-0.0701,-0.0484,-0.0686,-0.1886,-1.0568,-0.0847
1,25600,9372,-0.0299,-0.0692,-0.0649,-0.1879,-1.0530,-0.0846
1,25700,9398,-0.0626,-0.1886,-0.0570,-0.1874,-1.0496,-0.0845
1,25800,9423,-0.0640,-0.1945,-0.0493,-0.1870,-1.0463,-0.0844
1,25900,9448,-0.0577,-0.3383,-0.0586,-0.1865,-1.0436,-0.0843
1,26000,9473,-0.0853,-0.1101,-0.0605,-0.1861,-1.0400,-0.0842
